setting	metric	analysis_variant	information_protocol	approximation	regularization_view	model_a	model_b	roots	mean_log_score_a_minus_b	root_wins_a	root_ties	replicates	seed	conditional_95_lower	conditional_95_upper
half50	joint	all_strict	wholly_unseen	laplace	selected	current_only	retention_bounded_plus_HU	515	-0.27030075390831665	40	0	5000	2026092007	-0.329589612959593	-0.20979790704005838
half50	joint	all_strict	wholly_unseen	laplace	selected	input_plus_surface	HU_plus_surface	515	-0.02397736594124707	280	0	5000	2026092007	-0.05135768368450821	0.0007148489256862556
half50	joint	all_strict	wholly_unseen	laplace	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.008999536075811537	62	0	5000	2026092007	-0.02896769258363033	0.011247833785838601
half50	joint	all_strict	wholly_unseen	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	515	0.014977829865435532	56	0	5000	2026092007	-0.006050965725248034	0.03619093553177226
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_bounded	retention_nonnegative	515	0.008304593294975729	429	0	5000	2026092007	-0.014019418459659552	0.030686505321838295
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_bounded	current_only	515	0.2358284694469778	480	0	5000	2026092007	0.17431595568670222	0.29687498429403314
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_bounded	input_plus_surface	515	-0.025472748385527252	60	0	5000	2026092007	-0.041591277803211146	-0.009865602476883293
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_bounded	HU_plus_surface	515	-0.048879651461689995	64	0	5000	2026092007	-0.08386258889678447	-0.017503471761420492
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_bounded	retention_bounded_plus_HU	515	-0.024707396380663063	78	0	5000	2026092007	-0.04365715071121675	-0.008417859670152615
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_nonnegative	current_only	515	0.22752387615200206	484	0	5000	2026092007	0.16163749485308793	0.29333538279941934
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_nonnegative	input_plus_surface	515	-0.03377734168050298	79	0	5000	2026092007	-0.05323940886825472	-0.015152851498642523
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_nonnegative	HU_plus_surface	515	-0.057184244756665725	81	0	5000	2026092007	-0.09374131497631193	-0.023346246871132764
half50	joint	all_strict	wholly_unseen	gh80	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.033011989675638787	98	0	5000	2026092007	-0.05794045976032003	-0.008958778272021748
half50	joint	all_strict	wholly_unseen	gh80	selected	current_only	input_plus_surface	515	-0.2613012178325051	32	0	5000	2026092007	-0.31637853091298157	-0.20630372354014823
half50	joint	all_strict	wholly_unseen	gh80	selected	current_only	HU_plus_surface	515	-0.28470812090866787	30	0	5000	2026092007	-0.3363996821473959	-0.23403145123669988
half50	joint	all_strict	wholly_unseen	gh80	selected	current_only	retention_bounded_plus_HU	515	-0.2605358658276409	37	0	5000	2026092007	-0.3213203798700292	-0.19882841348162997
half50	joint	all_strict	wholly_unseen	gh80	selected	input_plus_surface	HU_plus_surface	515	-0.02340690307616274	140	0	5000	2026092007	-0.04758035203700349	-0.0016415651849714206
half50	joint	all_strict	wholly_unseen	gh80	selected	input_plus_surface	retention_bounded_plus_HU	515	0.0007653520048641923	66	0	5000	2026092007	-0.01545207450238512	0.018202425476821448
half50	joint	all_strict	wholly_unseen	gh80	selected	HU_plus_surface	retention_bounded_plus_HU	515	0.02417225508102693	60	0	5000	2026092007	0.00321674769214998	0.04644993383817141
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_bounded	retention_nonnegative	515	0.01922023271783786	66	0	5000	2026092007	0.007520390282792115	0.03236066229908285
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_bounded	current_only	515	0.26238570151670154	484	0	5000	2026092007	0.198325815214752	0.32572770846748395
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_bounded	input_plus_surface	515	-0.003373444055040232	102	0	5000	2026092007	-0.015249770927218879	0.007599028354019118
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_bounded	HU_plus_surface	515	-0.019301779799231516	107	0	5000	2026092007	-0.0496590528267157	0.007826550980157247
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_bounded	retention_bounded_plus_HU	515	-0.017334482506954758	62	0	5000	2026092007	-0.035930262110251514	-0.0009093121909106049
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_nonnegative	current_only	515	0.2431654687988637	481	0	5000	2026092007	0.16857486724075188	0.31452714501237367
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_nonnegative	input_plus_surface	515	-0.022593676772878095	453	0	5000	2026092007	-0.04448183167723174	-0.0020198940232946266
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_nonnegative	HU_plus_surface	515	-0.038522012517069375	454	0	5000	2026092007	-0.07739162211343392	-0.0023458291136353956
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.036554715224792624	427	0	5000	2026092007	-0.060919003881145295	-0.014796040498109205
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	current_only	input_plus_surface	515	-0.2657591455717418	32	0	5000	2026092007	-0.3229577561993582	-0.20787709264817955
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	current_only	HU_plus_surface	515	-0.2816874813159331	30	0	5000	2026092007	-0.33646779844564095	-0.22816449165357508
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	current_only	retention_bounded_plus_HU	515	-0.2797201840236563	37	0	5000	2026092007	-0.34197122702046	-0.21706321771969575
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	input_plus_surface	HU_plus_surface	515	-0.015928335744191283	285	0	5000	2026092007	-0.03843614708789371	0.0047794170908839586
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.013961038451914523	45	0	5000	2026092007	-0.03079865455980384	0.002606402404296577
half50	joint	all_agreeing_offsets	side_informed	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	515	0.001967297292276759	51	0	5000	2026092007	-0.016822177200085595	0.021240209827548005
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_bounded	retention_nonnegative	515	0.01922023271783786	66	0	5000	2026092007	0.007520390282792115	0.03236066229908285
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_bounded	current_only	515	0.26238570151670154	484	0	5000	2026092007	0.198325815214752	0.32572770846748395
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_bounded	input_plus_surface	515	-0.003373444055040232	102	0	5000	2026092007	-0.015249770927218879	0.007599028354019118
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_bounded	HU_plus_surface	515	-0.018379269007528502	106	0	5000	2026092007	-0.046079696235118976	0.0064844732030821
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_bounded	retention_bounded_plus_HU	515	-0.009336817276504435	64	0	5000	2026092007	-0.023971551866579774	0.0034843601666350293
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_nonnegative	current_only	515	0.2431654687988637	481	0	5000	2026092007	0.16857486724075188	0.31452714501237367
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_nonnegative	input_plus_surface	515	-0.022593676772878095	453	0	5000	2026092007	-0.04448183167723174	-0.0020198940232946266
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_nonnegative	HU_plus_surface	515	-0.037599501725366365	450	0	5000	2026092007	-0.07360222404948699	-0.0039918223622366356
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.028557049994342294	426	0	5000	2026092007	-0.04874841457405266	-0.01066844752604047
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	current_only	input_plus_surface	515	-0.2657591455717418	32	0	5000	2026092007	-0.3229577561993582	-0.20787709264817955
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	current_only	HU_plus_surface	515	-0.2807649705242301	31	0	5000	2026092007	-0.33555052722197204	-0.2266083270693567
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	current_only	retention_bounded_plus_HU	515	-0.27172251879320597	35	0	5000	2026092007	-0.3348132872006801	-0.207392010429401
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	input_plus_surface	HU_plus_surface	515	-0.015005824952488271	130	0	5000	2026092007	-0.03492766027342148	0.0028865040938437017
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.0059633732214641995	48	0	5000	2026092007	-0.020217733486587616	0.009236976509556467
half50	joint	all_agreeing_offsets	side_informed	gh80	selected	HU_plus_surface	retention_bounded_plus_HU	515	0.009042451731024073	52	0	5000	2026092007	-0.009273270860754518	0.02840444983629965
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_bounded	retention_nonnegative	515	0.021464284471956144	89	0	5000	2026092007	0.008491468404807346	0.03523988719357975
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_bounded	current_only	515	0.3077753428128884	483	0	5000	2026092007	0.24153863044070356	0.3735716204328827
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_bounded	input_plus_surface	515	0.006405663742938198	61	0	5000	2026092007	-0.011044053698572547	0.023442644044136794
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_bounded	HU_plus_surface	515	-0.008877865597519467	67	0	5000	2026092007	-0.044127852671295056	0.02302799071130913
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_bounded	retention_bounded_plus_HU	515	-0.02053142779635546	81	0	5000	2026092007	-0.0419684368597059	-0.0021810612952749054
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_nonnegative	current_only	515	0.2863110583409322	480	0	5000	2026092007	0.21064989597125472	0.36211085669003773
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_nonnegative	input_plus_surface	515	-0.015058620729017947	414	0	5000	2026092007	-0.04291670436874407	0.012450818188712666
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_nonnegative	HU_plus_surface	515	-0.030342150069475615	351	0	5000	2026092007	-0.0743480607046597	0.010008832810942472
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.04199571226831161	407	0	5000	2026092007	-0.07039042082115943	-0.01574828990236636
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	current_only	input_plus_surface	515	-0.3013696790699501	32	0	5000	2026092007	-0.358617911457502	-0.24419204737225292
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	current_only	HU_plus_surface	515	-0.3166532084104078	28	0	5000	2026092007	-0.3752939641578423	-0.256878298510642
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	current_only	retention_bounded_plus_HU	515	-0.3283067706092438	37	0	5000	2026092007	-0.39289806969810964	-0.2646226934601393
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	input_plus_surface	HU_plus_surface	515	-0.01528352934045767	214	0	5000	2026092007	-0.04119390037838018	0.010106676326063975
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.026937091539293658	51	0	5000	2026092007	-0.047174241669627845	-0.006526867443807912
half50	joint	all_agreeing_offsets	wholly_unseen	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	515	-0.011653562198835983	127	0	5000	2026092007	-0.03282634173694427	0.009022907500012632
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_bounded	retention_nonnegative	515	0.021464284471956144	89	0	5000	2026092007	0.008491468404807346	0.03523988719357975
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_bounded	current_only	515	0.3077753428128884	483	0	5000	2026092007	0.24153863044070356	0.3735716204328827
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_bounded	input_plus_surface	515	0.006405663742938198	61	0	5000	2026092007	-0.011044053698572547	0.023442644044136794
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_bounded	HU_plus_surface	515	-0.006544132559712947	67	0	5000	2026092007	-0.04034077822883185	0.023670492214596273
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_bounded	retention_bounded_plus_HU	515	-0.015944839790731927	83	0	5000	2026092007	-0.03613583841074977	0.0017154848284018033
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_nonnegative	current_only	515	0.2863110583409322	480	0	5000	2026092007	0.21064989597125472	0.36211085669003773
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_nonnegative	input_plus_surface	515	-0.015058620729017947	414	0	5000	2026092007	-0.04291670436874407	0.012450818188712666
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_nonnegative	HU_plus_surface	515	-0.028008417031669095	275	0	5000	2026092007	-0.0688908708886106	0.01002391812666004
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.03740912426268807	340	0	5000	2026092007	-0.0634448919151959	-0.013898115004889602
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	current_only	input_plus_surface	515	-0.3013696790699501	32	0	5000	2026092007	-0.358617911457502	-0.24419204737225292
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	current_only	HU_plus_surface	515	-0.3143194753726013	30	0	5000	2026092007	-0.37519775668688926	-0.25182248388163964
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	current_only	retention_bounded_plus_HU	515	-0.3237201826036203	35	0	5000	2026092007	-0.38971382498344376	-0.25873662276526743
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	input_plus_surface	HU_plus_surface	515	-0.012949796302651143	71	0	5000	2026092007	-0.0382657921467391	0.012727950197458508
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.02235050353367012	66	0	5000	2026092007	-0.0432010008840348	-0.0010786579640673268
half50	joint	all_agreeing_offsets	wholly_unseen	gh80	selected	HU_plus_surface	retention_bounded_plus_HU	515	-0.009400707231018974	215	0	5000	2026092007	-0.03229359486321352	0.013926189831004696
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_bounded	retention_nonnegative	338	0.007283790318733976	281	0	5000	2026092007	-0.00361664960075551	0.018586310028837386
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_bounded	current_only	338	0.25206778235641325	316	0	5000	2026092007	0.17653320212856663	0.32184666554843777
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_bounded	input_plus_surface	338	-0.018187582050617036	56	0	5000	2026092007	-0.03131709011540909	-0.006615442579819212
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_bounded	HU_plus_surface	338	-0.03248823922040121	58	0	5000	2026092007	-0.06907074176889993	0.002266061275694918
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_bounded	retention_bounded_plus_HU	338	-0.019964694560707926	36	0	5000	2026092007	-0.04510249598699309	0.0022386689438862613
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_nonnegative	current_only	338	0.24478399203767925	315	0	5000	2026092007	0.16671036349748858	0.316806786758697
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_nonnegative	input_plus_surface	338	-0.02547137236935101	57	0	5000	2026092007	-0.0439540673405196	-0.008875924162635364
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_nonnegative	HU_plus_surface	338	-0.039772029539135195	59	0	5000	2026092007	-0.08106714057851434	-0.0017520181066603903
half50	joint	unrounded_strict	side_informed	laplace	selected	retention_nonnegative	retention_bounded_plus_HU	338	-0.027248484879441905	55	0	5000	2026092007	-0.055429926722755	-0.002207150859605118
half50	joint	unrounded_strict	side_informed	laplace	selected	current_only	input_plus_surface	338	-0.2702553644070303	22	0	5000	2026092007	-0.33279077353533953	-0.202684940599131
half50	joint	unrounded_strict	side_informed	laplace	selected	current_only	HU_plus_surface	338	-0.2845560215768145	20	0	5000	2026092007	-0.34796936929565875	-0.21730827750470783
half50	joint	unrounded_strict	side_informed	laplace	selected	current_only	retention_bounded_plus_HU	338	-0.2720324769171212	26	0	5000	2026092007	-0.3423100571025551	-0.19406332682918484
half50	joint	unrounded_strict	side_informed	laplace	selected	input_plus_surface	HU_plus_surface	338	-0.014300657169784178	133	0	5000	2026092007	-0.04365838474046144	0.015004881466417838
half50	joint	unrounded_strict	side_informed	laplace	selected	input_plus_surface	retention_bounded_plus_HU	338	-0.0017771125100908957	36	0	5000	2026092007	-0.023735880079595203	0.021414312938749583
half50	joint	unrounded_strict	side_informed	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	338	0.012523544659693287	40	0	5000	2026092007	-0.01032318073371375	0.035181860378153317
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_bounded	retention_nonnegative	338	0.007283790318733976	281	0	5000	2026092007	-0.00361664960075551	0.018586310028837386
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_bounded	current_only	338	0.25206778235641325	316	0	5000	2026092007	0.17653320212856663	0.32184666554843777
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_bounded	input_plus_surface	338	-0.018187582050617036	56	0	5000	2026092007	-0.03131709011540909	-0.006615442579819212
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_bounded	HU_plus_surface	338	-0.03723896736720946	60	0	5000	2026092007	-0.0714170909658033	-0.006430962751361974
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_bounded	retention_bounded_plus_HU	338	-0.014325218345698006	36	0	5000	2026092007	-0.03315659221117862	0.0026271697164040823
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_nonnegative	current_only	338	0.24478399203767925	315	0	5000	2026092007	0.16671036349748858	0.316806786758697
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_nonnegative	input_plus_surface	338	-0.02547137236935101	57	0	5000	2026092007	-0.0439540673405196	-0.008875924162635364
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_nonnegative	HU_plus_surface	338	-0.04452275768594343	60	0	5000	2026092007	-0.08279849983810562	-0.01009286702100276
half50	joint	unrounded_strict	side_informed	gh80	selected	retention_nonnegative	retention_bounded_plus_HU	338	-0.02160900866443198	57	0	5000	2026092007	-0.044000043927351705	-0.0014133285917100396
half50	joint	unrounded_strict	side_informed	gh80	selected	current_only	input_plus_surface	338	-0.2702553644070303	22	0	5000	2026092007	-0.33279077353533953	-0.202684940599131
half50	joint	unrounded_strict	side_informed	gh80	selected	current_only	HU_plus_surface	338	-0.2893067497236227	20	0	5000	2026092007	-0.34969997070672587	-0.224373254025254
half50	joint	unrounded_strict	side_informed	gh80	selected	current_only	retention_bounded_plus_HU	338	-0.2663930007021112	24	0	5000	2026092007	-0.3369447635394246	-0.1894040641445418
half50	joint	unrounded_strict	side_informed	gh80	selected	input_plus_surface	HU_plus_surface	338	-0.019051385316592423	59	0	5000	2026092007	-0.045010344195092596	0.004431316192161424
half50	joint	unrounded_strict	side_informed	gh80	selected	input_plus_surface	retention_bounded_plus_HU	338	0.0038623637049190265	37	0	5000	2026092007	-0.013388679430948526	0.023340288298784047
half50	joint	unrounded_strict	side_informed	gh80	selected	HU_plus_surface	retention_bounded_plus_HU	338	0.02291374902151145	40	0	5000	2026092007	0.0018665091716205517	0.045868062322756795
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_bounded	retention_nonnegative	338	-0.007181876278097181	273	0	5000	2026092007	-0.027228665350987856	0.012144462357133162
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_bounded	current_only	338	0.24385718012688914	312	0	5000	2026092007	0.16894340904349836	0.31232999429061226
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_bounded	input_plus_surface	338	-0.030493822665597678	30	0	5000	2026092007	-0.04795407969441534	-0.014300839581318246
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_bounded	HU_plus_surface	338	-0.0474922394450123	32	0	5000	2026092007	-0.08982275872841543	-0.007968444630456387
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_bounded	retention_bounded_plus_HU	338	-0.02358830393695787	89	0	5000	2026092007	-0.05251219202112035	0.0024727753999396053
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_nonnegative	current_only	338	0.25103905640498625	315	0	5000	2026092007	0.17440912782930051	0.3215163536234148
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_nonnegative	input_plus_surface	338	-0.0233119463875005	56	0	5000	2026092007	-0.042066251597483256	-0.005090021654486251
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_nonnegative	HU_plus_surface	338	-0.040310363166915116	59	0	5000	2026092007	-0.08380850755578591	-0.0005947909820624149
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	retention_nonnegative	retention_bounded_plus_HU	338	-0.016406427658860693	123	0	5000	2026092007	-0.0476850364139231	0.012727205190016681
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	current_only	input_plus_surface	338	-0.2743510027924868	23	0	5000	2026092007	-0.33498835045346054	-0.20798626706272885
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	current_only	HU_plus_surface	338	-0.2913494195719014	21	0	5000	2026092007	-0.352199961067809	-0.22351808876210674
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	current_only	retention_bounded_plus_HU	338	-0.26744548406384694	27	0	5000	2026092007	-0.33365236805674564	-0.19224142387788146
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	input_plus_surface	HU_plus_surface	338	-0.01699841677941462	138	0	5000	2026092007	-0.04869890063179674	0.014221140643762393
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	input_plus_surface	retention_bounded_plus_HU	338	0.006905518728639813	84	0	5000	2026092007	-0.016256329521806064	0.0308815762158624
half50	joint	unrounded_strict	wholly_unseen	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	338	0.02390393550805443	90	0	5000	2026092007	0.0009443711193069396	0.046860144725677844
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_bounded	retention_nonnegative	338	-0.007181876278097181	273	0	5000	2026092007	-0.027228665350987856	0.012144462357133162
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_bounded	current_only	338	0.24385718012688914	312	0	5000	2026092007	0.16894340904349836	0.31232999429061226
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_bounded	input_plus_surface	338	-0.030493822665597678	30	0	5000	2026092007	-0.04795407969441534	-0.014300839581318246
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_bounded	HU_plus_surface	338	-0.05224605651588985	32	0	5000	2026092007	-0.09234924331061145	-0.016431339632178295
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_bounded	retention_bounded_plus_HU	338	-0.01703369417044816	133	0	5000	2026092007	-0.04461910274081763	0.008466192434956919
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_nonnegative	current_only	338	0.25103905640498625	315	0	5000	2026092007	0.17440912782930051	0.3215163536234148
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_nonnegative	input_plus_surface	338	-0.0233119463875005	56	0	5000	2026092007	-0.042066251597483256	-0.005090021654486251
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_nonnegative	HU_plus_surface	338	-0.04506418023779267	59	0	5000	2026092007	-0.08682460714809297	-0.008203063263437014
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	retention_nonnegative	retention_bounded_plus_HU	338	-0.009851817892350982	168	0	5000	2026092007	-0.03680650008373432	0.015192692455188683
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	current_only	input_plus_surface	338	-0.2743510027924868	23	0	5000	2026092007	-0.33498835045346054	-0.20798626706272885
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	current_only	HU_plus_surface	338	-0.29610323664277893	20	0	5000	2026092007	-0.35428715424544055	-0.2312275141945711
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	current_only	retention_bounded_plus_HU	338	-0.26089087429733726	26	0	5000	2026092007	-0.32516286687625484	-0.18892576828667265
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	input_plus_surface	HU_plus_surface	338	-0.021752233850292166	100	0	5000	2026092007	-0.05096904702656771	0.004746673213851307
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	input_plus_surface	retention_bounded_plus_HU	338	0.013460128495149519	132	0	5000	2026092007	-0.008190608618477622	0.03508065706360218
half50	joint	unrounded_strict	wholly_unseen	gh80	selected	HU_plus_surface	retention_bounded_plus_HU	338	0.035212362345441686	136	0	5000	2026092007	0.012967513901846885	0.05902086212477711
half50	raising	all_strict	side_informed	laplace	selected	retention_bounded	retention_nonnegative	515	-0.0022612452532540257	289	8	5000	2026092007	-0.01290787427852011	0.008215296444276377
half50	raising	all_strict	side_informed	laplace	selected	retention_bounded	current_only	515	0.002641478450080238	204	21	5000	2026092007	-0.012700876233347017	0.018613789371182427
half50	raising	all_strict	side_informed	laplace	selected	retention_bounded	input_plus_surface	515	-0.0035900729816599874	193	8	5000	2026092007	-0.009753973275128242	0.002286517476325521
half50	raising	all_strict	side_informed	laplace	selected	retention_bounded	HU_plus_surface	515	-0.006661486066849507	239	7	5000	2026092007	-0.014252239803190878	0.000563429157971309
half50	raising	all_strict	side_informed	laplace	selected	retention_bounded	retention_bounded_plus_HU	515	-0.003757217640772841	233	8	5000	2026092007	-0.007470492705382669	-0.0002097991252928174
half50	raising	all_strict	side_informed	laplace	selected	retention_nonnegative	current_only	515	0.004902723703334263	162	9	5000	2026092007	-0.0001418540421646245	0.010552374156041005
half50	raising	all_strict	side_informed	laplace	selected	retention_nonnegative	input_plus_surface	515	-0.0013288277284059643	195	16	5000	2026092007	-0.006083327845116636	0.003246828976139404
half50	raising	all_strict	side_informed	laplace	selected	retention_nonnegative	HU_plus_surface	515	-0.004400240813595484	260	9	5000	2026092007	-0.009757204704629785	0.0003978030586644761
half50	raising	all_strict	side_informed	laplace	selected	retention_nonnegative	retention_bounded_plus_HU	515	-0.0014959723875188173	259	24	5000	2026092007	-0.008966981623871323	0.005785307891811348
half50	raising	all_strict	side_informed	laplace	selected	current_only	input_plus_surface	515	-0.006231551431740228	302	9	5000	2026092007	-0.016591738150410193	0.003411197727896453
half50	raising	all_strict	side_informed	laplace	selected	current_only	HU_plus_surface	515	-0.009302964516929746	279	4	5000	2026092007	-0.019643094814773325	6.183785121064358e-05
half50	raising	all_strict	side_informed	laplace	selected	current_only	retention_bounded_plus_HU	515	-0.006398696090853082	307	7	5000	2026092007	-0.019550702248620155	0.005781349172799502
half50	raising	all_strict	side_informed	laplace	selected	input_plus_surface	HU_plus_surface	515	-0.003071413085189519	251	17	5000	2026092007	-0.006386836377690766	-0.0005271501896871176
half50	raising	all_strict	side_informed	laplace	selected	input_plus_surface	retention_bounded_plus_HU	515	-0.00016714465911285111	271	5	5000	2026092007	-0.003170837255016437	0.0027435651082108365
half50	raising	all_strict	side_informed	laplace	selected	HU_plus_surface	retention_bounded_plus_HU	515	0.002904268426076667	269	14	5000	2026092007	-0.0008395560318538549	0.006915952891186358
half50	raising	all_strict	side_informed	gh80	selected	retention_bounded	retention_nonnegative	515	-0.0022612452532540257	289	8	5000	2026092007	-0.01290787427852011	0.008215296444276377
half50	raising	all_strict	side_informed	gh80	selected	retention_bounded	current_only	515	0.002641478450080238	204	21	5000	2026092007	-0.012700876233347017	0.018613789371182427
half50	raising	all_strict	side_informed	gh80	selected	retention_bounded	input_plus_surface	515	-0.0035900729816599874	193	8	5000	2026092007	-0.009753973275128242	0.002286517476325521
half50	raising	all_strict	side_informed	gh80	selected	retention_bounded	HU_plus_surface	515	-0.005999338834751452	233	8	5000	2026092007	-0.01332271561763462	0.0010478248260905227
