setting	analysis_variant	information_protocol	approximation	model	regularization_view	roots	incidences	root_balanced_joint	incidence_weighted_joint	root_balanced_raising	root_balanced_harmony_old_vs_opposite
uniform20	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6166186570436444	-0.5022371729817035	-0.40298434060507504	-0.22489670310490054
uniform20	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6320949775705759	-0.515255293985465	-0.42008865341221013	-0.22461026141868864
uniform20	unrounded_strict	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.8885141018577121	-0.8681219790959878	-0.39956035717158994	-0.46044346190827057
uniform20	unrounded_strict	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6330755682336145	-0.5060431568921095	-0.41397172222415	-0.2387508416574121
uniform20	unrounded_strict	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6680246609818913	-0.5252665904071613	-0.4336903618951396	-0.2546434175482302
uniform20	unrounded_strict	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	338	29104	-0.6680246609768292	-0.5252665903894227	-0.4336903619408892	-0.25464341752795583
uniform50	all_agreeing_offsets	side_informed	gh80	HU_plus_surface	selected	515	58577	-0.27821770783373145	-0.10257896032556973	-0.10694927821034694	-0.1749276270615933
uniform50	all_agreeing_offsets	side_informed	gh80	retention_bounded_plus_HU	selected	515	58577	-0.2873208722942588	-0.09159701304374009	-0.10359088491831038	-0.18699469725482734
uniform50	all_agreeing_offsets	side_informed	laplace	HU_plus_surface	selected	515	58577	-0.27728681373410635	-0.10402483032310288	-0.10654506703748107	-0.17433020562504406
uniform50	all_agreeing_offsets	side_informed	laplace	retention_bounded_plus_HU	selected	515	58577	-0.2793152318197437	-0.0907939940793482	-0.10323283505579349	-0.17901804216937203
uniform50	all_agreeing_offsets	side_informed	not_applicable	current_only	selected	515	58577	-0.5589978850043572	-0.3177344871495347	-0.1268793936513476	-0.458584540572789
uniform50	all_agreeing_offsets	side_informed	not_applicable	input_plus_surface	selected	515	58577	-0.29323087501437617	-0.10151332974536895	-0.10799028864768644	-0.1903021353131838
uniform50	all_agreeing_offsets	side_informed	not_applicable	retention_bounded	selected	515	58577	-0.29666052770732004	-0.09789740108587631	-0.10289307087179039	-0.19873656776953455
uniform50	all_agreeing_offsets	side_informed	not_applicable	retention_nonnegative	selected	515	58577	-0.319045218169052	-0.09495540743670658	-0.10462365657081421	-0.22032747757638527
uniform50	all_agreeing_offsets	wholly_unseen	gh80	HU_plus_surface	selected	515	58577	-0.5609015329417314	-0.7715753013804016	-0.38347278505420745	-0.18623159279649298
uniform50	all_agreeing_offsets	wholly_unseen	gh80	retention_bounded_plus_HU	selected	515	58577	-0.5516820455757389	-0.75263863607711	-0.3727785247905473	-0.18658732104163417
uniform50	all_agreeing_offsets	wholly_unseen	laplace	HU_plus_surface	selected	515	58577	-0.5585684630890864	-0.7774052096273477	-0.3843119344897536	-0.1854976619643297
uniform50	all_agreeing_offsets	wholly_unseen	laplace	retention_bounded_plus_HU	selected	515	58577	-0.5470990428251112	-0.7554416245881441	-0.37436565902142216	-0.1801220224875206
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	current_only	selected	515	58577	-0.8750419652773269	-1.0197660663096848	-0.4429234739243172	-0.5095344609808036
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	input_plus_surface	selected	515	58577	-0.5738611951264169	-0.7758914928220422	-0.38862060875972715	-0.19693022588866274
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_bounded	selected	515	58577	-0.5676233244263192	-0.7612152615406075	-0.3738558675907896	-0.2051349262514793
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_nonnegative	selected	515	58577	-0.5892186666908248	-0.7537126386154108	-0.37627599888322055	-0.22563923442779554
uniform50	all_strict	side_informed	gh80	HU_plus_surface	selected	515	58577	-0.280181030550233	-0.10531415604184471	-0.1083169365793473	-0.175344413831737
uniform50	all_strict	side_informed	gh80	retention_bounded_plus_HU	selected	515	58577	-0.2976256715367406	-0.09624460237232246	-0.11104615633173996	-0.1912022122402304
uniform50	all_strict	side_informed	laplace	HU_plus_surface	selected	515	58577	-0.27871486547848034	-0.10675485855362614	-0.10765891640650024	-0.17394828915836896
uniform50	all_strict	side_informed	laplace	retention_bounded_plus_HU	selected	515	58577	-0.28903705568555743	-0.09537792477822338	-0.11054699236265422	-0.18259397246144618
uniform50	all_strict	side_informed	not_applicable	current_only	selected	515	58577	-0.5491335697623135	-0.31317036451924724	-0.11701507840930385	-0.43998390832956363
uniform50	all_strict	side_informed	not_applicable	input_plus_surface	selected	515	58577	-0.29706457048687807	-0.10446324129749479	-0.11072226391293005	-0.19239210917593325
uniform50	all_strict	side_informed	not_applicable	retention_bounded	selected	515	58577	-0.3105493685678178	-0.10396828123657943	-0.11429864773982752	-0.20325117719651764
uniform50	all_strict	side_informed	not_applicable	retention_nonnegative	selected	515	58577	-0.32972994930688415	-0.11624284342772455	-0.11207444039685949	-0.21958624940317797
uniform50	all_strict	wholly_unseen	gh80	HU_plus_surface	selected	515	58577	-0.5483905792890987	-0.6729796506762648	-0.3800142201905223	-0.1759824434260024
uniform50	all_strict	wholly_unseen	gh80	retention_bounded_plus_HU	selected	515	58577	-0.5724343459283081	-0.66463568655848	-0.38836846798577584	-0.19546475290682375
uniform50	all_strict	wholly_unseen	laplace	HU_plus_surface	selected	515	58577	-0.5478235881025388	-0.6749641329787281	-0.380317477356666	-0.17571837624764414
uniform50	all_strict	wholly_unseen	laplace	retention_bounded_plus_HU	selected	515	58577	-0.5626744786476385	-0.6637646705820825	-0.38767139772075515	-0.18572158123748578
uniform50	all_strict	wholly_unseen	not_applicable	current_only	selected	515	58577	-0.8333327543957454	-0.8955315705768756	-0.40121426304273566	-0.4438489931509182
uniform50	all_strict	wholly_unseen	not_applicable	input_plus_surface	selected	515	58577	-0.5717749954260399	-0.6738902455349769	-0.38543268885209186	-0.19895552265777391
uniform50	all_strict	wholly_unseen	not_applicable	retention_bounded	selected	515	58577	-0.597021807302995	-0.6762209696132601	-0.4007710864750047	-0.21286768546089874
uniform50	all_strict	wholly_unseen	not_applicable	retention_nonnegative	selected	515	58577	-0.6056984757702318	-0.6894976071203316	-0.3880429668602072	-0.22209595320529338
uniform50	unrounded_strict	side_informed	gh80	HU_plus_surface	selected	338	29104	-0.2938129157555217	-0.15172288525710745	-0.11548521987871134	-0.18121594299182217
uniform50	unrounded_strict	side_informed	gh80	retention_bounded_plus_HU	selected	338	29104	-0.31670679202016067	-0.14981377472339377	-0.12147256292738835	-0.20031676047704763
uniform50	unrounded_strict	side_informed	laplace	HU_plus_surface	selected	338	29104	-0.2985721423369478	-0.1535375875471086	-0.11517262430397557	-0.18599135047079982
uniform50	unrounded_strict	side_informed	laplace	retention_bounded_plus_HU	selected	338	29104	-0.31108073604009395	-0.14893989891752116	-0.12084492389394993	-0.1947504167980344
uniform50	unrounded_strict	side_informed	not_applicable	current_only	selected	338	29104	-0.5831709686896686	-0.4378037252860008	-0.11442573597690335	-0.46715221669557716
uniform50	unrounded_strict	side_informed	not_applicable	input_plus_surface	selected	338	29104	-0.312856309041026	-0.15819323310107977	-0.11829564877210577	-0.20004561897669126
uniform50	unrounded_strict	side_informed	not_applicable	retention_bounded	selected	338	29104	-0.3310410122213707	-0.15939898315327333	-0.12644921956786195	-0.2117990838793994
uniform50	unrounded_strict	side_informed	not_applicable	retention_nonnegative	selected	338	29104	-0.3383412908643424	-0.17017277512316437	-0.11585054067715791	-0.22521079488614162
uniform50	unrounded_strict	wholly_unseen	gh80	HU_plus_surface	selected	338	29104	-0.571907669682697	-0.5127141798071393	-0.3935135366633814	-0.1866218875073722
uniform50	unrounded_strict	wholly_unseen	gh80	retention_bounded_plus_HU	selected	338	29104	-0.6070425989477722	-0.5524844635773583	-0.4007305942420342	-0.21571284109387623
uniform50	unrounded_strict	wholly_unseen	laplace	HU_plus_surface	selected	338	29104	-0.5766605141674389	-0.5138423578170808	-0.3931451993931325	-0.1914900299351016
uniform50	unrounded_strict	wholly_unseen	laplace	retention_bounded_plus_HU	selected	338	29104	-0.6004307308589888	-0.5366334557890409	-0.40333217841022206	-0.20691779461663481
uniform50	unrounded_strict	wholly_unseen	not_applicable	current_only	selected	338	29104	-0.868305589884355	-0.8300246624765222	-0.3995603571715899	-0.4756794838601015
uniform50	unrounded_strict	wholly_unseen	not_applicable	input_plus_surface	selected	338	29104	-0.5936122571381781	-0.5192810590716442	-0.3990515968692578	-0.20764979754766552
uniform50	unrounded_strict	wholly_unseen	not_applicable	retention_bounded	selected	338	29104	-0.6237971321585601	-0.5145387483541045	-0.4192053395050514	-0.22058391161995056
uniform50	unrounded_strict	wholly_unseen	not_applicable	retention_nonnegative	selected	338	29104	-0.6170523301153328	-0.5351347160059717	-0.3945615799281483	-0.2286792454374531
uniform50	all_agreeing_offsets	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30176714496438484	-0.09273558919468029	-0.10077170806505654	-0.20295660247892147
uniform50	all_agreeing_offsets	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2956976322897808	-0.09080719967327006	-0.10295429332665107	-0.1979707538215996
uniform50	all_agreeing_offsets	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.29607619580035655	-0.0923651874031112	-0.10010737563478046	-0.19767223688500704
uniform50	all_agreeing_offsets	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.2880295122703355	-0.09026341213441443	-0.10202373134091954	-0.1902890896945987
uniform50	all_agreeing_offsets	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5851952746170285	-0.3325028973017737	-0.12687939365134765	-0.48691613415394286
uniform50	all_agreeing_offsets	side_informed	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32084259142768534	-0.08959461746935318	-0.10293990893504075	-0.22265902696325132
uniform50	all_agreeing_offsets	side_informed	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3274305795490201	-0.09483002634923822	-0.10660881104688481	-0.22930847268286977
uniform50	all_agreeing_offsets	side_informed	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.32743058001378034	-0.09483002714943803	-0.10660881125308337	-0.22930847302910384
uniform50	all_agreeing_offsets	wholly_unseen	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5639667704670136	-0.7488593964562282	-0.3684336859627135	-0.20118388357740258
uniform50	all_agreeing_offsets	wholly_unseen	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5686970346471156	-0.751403682037047	-0.3796699355762346	-0.20092013393592453
uniform50	all_agreeing_offsets	wholly_unseen	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5606632941654168	-0.7505405083581468	-0.3703847929316915	-0.19926477124251055
uniform50	all_agreeing_offsets	wholly_unseen	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5605798991438332	-0.7512771901182766	-0.37996452856437624	-0.19263915983291863
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.9012393548899981	-1.0345344764619235	-0.4429234739243172	-0.5286121969182529
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	input_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5912516830951927	-0.7488339685190751	-0.37334900060254805	-0.22834102146325344
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_bounded	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6109695905430003	-0.7597313377318053	-0.39014782204086496	-0.23951262054827438
uniform50	all_agreeing_offsets	wholly_unseen	not_applicable	retention_nonnegative	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.6109695916053294	-0.7597313391912623	-0.39014782284463234	-0.23951262075747237
uniform50	all_strict	side_informed	gh80	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30862818777721446	-0.09649367633619396	-0.1092313570327146	-0.20327467396039536
uniform50	all_strict	side_informed	gh80	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3146925311823996	-0.0976999680746308	-0.11508018105038405	-0.20578394382915077
uniform50	all_strict	side_informed	laplace	HU_plus_surface	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.30085220895464426	-0.09573282123821276	-0.10842375038616192	-0.19546866282693734
uniform50	all_strict	side_informed	laplace	retention_bounded_plus_HU	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.3069871356075307	-0.09711233446845204	-0.11424010922623198	-0.197928902978874
uniform50	all_strict	side_informed	not_applicable	current_only	alpha_zero_numeric_candidate_pending_separability	515	58577	-0.5753309593749849	-0.32793877467148624	-0.11701507840930392	-0.45951489959746855
