outer_fold,inner_fold,analysis_variant,information_protocol,approximation,rho_prior,hu_tau,model,alpha,training_block_hash,grammar_fit_hash,validation_scoreable_roots,pooled_root_balanced_mean_log_density,selected_alpha
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.001,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,d545f203c6d8f463bc0ac360efd8d6d5eabf9c7d451d07f64c1d77d3b992df5b,138,-0.30877881567335247,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.01,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,49554e4481d66a408bf0e05cd807ca9d1a79e28af554e9bf6b2bdbcd806b8277,138,-0.2936262722273337,0.01
0,2,all_strict,side_informed,laplace,beta_half_half,50.0,HU_plus_surface,0.1,c3a17ae49362d3af3c889169dd61b790e7c0ea833118c8eb2e1b2cc8668b3073,2456e239da881c422ba97d8451a35221ef63a75c0546417d6d5832bdc6d1cc31,138,-0.35782190125419583,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,01fc02ac88120ec51d49dc708dfcf578ea359f19d1851afa14026547149629e9,139,-0.31936189817654537,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,12c1cd71cd44734916c828eccd410808cfcc9b695f106b0bb3d809adebf95bba,139,-0.3185625406392146,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.001,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,4876f21f52cd7d734e5815b231451638838c28c1a50887dc932115ad4a0a8799,139,-0.31452799810916465,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.01,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,cea0e4582cc788b1131b0aa2212caf1d097db6d89d2c0a7dca5e1095008eba35,139,-0.29945291970608073,0.01
0,0,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.1,ff71152f04ff3c17c4f535bdcd272443a47086eca1b6c90e413744cda8c3d050,a23bf7009095e5112e4a11e9238c05283e315964564ad6fe455a25a1bd835949,139,-0.3194571197052568,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,dd37e47013c4570ba58b18a044758f58ece5b5d2359bc1ad1fcc24c4482691e2,136,-0.31936189817654537,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.0001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,4f5e24b3d344921248d378f17019c45e942ab75adf87d56373c0faf52136df7d,136,-0.3185625406392146,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.001,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,ebe36633e0e9d483107e4fa618d7b3108f346254cb21b8c6ba9a55fa84fec574,136,-0.31452799810916465,0.01
0,1,all_strict,side_informed,laplace,beta_half_half,50.0,retention_bounded_plus_HU,0.01,27a3bb4a6140f901a59aa471a99c58258a97e252dc1e140d0e5312309b75b41b,992fa35a2649f4c3416aa3e1b51e573d623063dcdc60c037d9cb51d718769c5b,136,-0.29945291970608073,0.01
